measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Middle East & North Africa - WB,Female,25 to 29,Alcohol use disorders,Percent,1992,0.000911379,0.00104356,0.000800395
Deaths,Middle East & North Africa - WB,Male,30 to 34,Alcohol use disorders,Percent,1992,0.002729681,0.003411519,0.001864364
Deaths,Middle East & North Africa - WB,Female,30 to 34,Alcohol use disorders,Percent,1992,0.000952034,0.001093553,0.00083749
Deaths,Middle East & North Africa - WB,Male,35 to 39,Alcohol use disorders,Percent,1992,0.002985935,0.00365263,0.002052333
Deaths,Middle East & North Africa - WB,Female,35 to 39,Alcohol use disorders,Percent,1992,0.000925561,0.0010864,0.000795653
Deaths,Middle East & North Africa - WB,Male,40 to 44,Alcohol use disorders,Percent,1992,0.00284909,0.003564027,0.002185919
Deaths,Middle East & North Africa - WB,Female,40 to 44,Alcohol use disorders,Percent,1992,0.000784638,0.000926276,0.000671346
Deaths,Middle East & North Africa - WB,Male,45 to 49,Alcohol use disorders,Percent,1992,0.002387511,0.002866248,0.001834831
Deaths,Middle East & North Africa - WB,Female,45 to 49,Alcohol use disorders,Percent,1992,0.000487304,0.000558962,0.000424606
Deaths,Middle East & North Africa - WB,Male,50 to 54,Alcohol use disorders,Percent,1992,0.001493365,0.001777945,0.0011805
Deaths,Middle East & North Africa - WB,Female,50 to 54,Alcohol use disorders,Percent,1992,0.000319628,0.000372898,0.00027561
Deaths,Middle East & North Africa - WB,Male,55 to 59,Alcohol use disorders,Percent,1992,0.001085524,0.001295669,0.000867281
Deaths,Middle East & North Africa - WB,Female,55 to 59,Alcohol use disorders,Percent,1992,0.000227176,0.00025946,0.000194657
Deaths,Middle East & North Africa - WB,Male,60 to 64,Alcohol use disorders,Percent,1992,0.000726735,0.000857972,0.000578706
Deaths,Middle East & North Africa - WB,Female,60 to 64,Alcohol use disorders,Percent,1992,0.00015978,0.000183039,0.000135933
Deaths,Middle East & North Africa - WB,Male,65 to 69,Alcohol use disorders,Percent,1992,0.000451637,0.000539446,0.000364601
Deaths,Middle East & North Africa - WB,Female,65 to 69,Alcohol use disorders,Percent,1992,0.000121204,0.000139688,9.75E-05
Deaths,Sub-Saharan Africa - WB,Male,25 to 29,Alcohol use disorders,Percent,1993,0.001594156,0.002003858,0.001193184
Deaths,Sub-Saharan Africa - WB,Female,25 to 29,Alcohol use disorders,Percent,1993,0.000384822,0.000507264,0.000282361
Deaths,Sub-Saharan Africa - WB,Male,30 to 34,Alcohol use disorders,Percent,1993,0.001973956,0.002485763,0.001462205
Deaths,Sub-Saharan Africa - WB,Female,30 to 34,Alcohol use disorders,Percent,1993,0.000606805,0.000766622,0.000465472
Deaths,Sub-Saharan Africa - WB,Male,35 to 39,Alcohol use disorders,Percent,1993,0.001929895,0.002400605,0.001386791
Deaths,Sub-Saharan Africa - WB,Female,35 to 39,Alcohol use disorders,Percent,1993,0.000938135,0.001171334,0.00072471
Deaths,Sub-Saharan Africa - WB,Male,40 to 44,Alcohol use disorders,Percent,1993,0.003018171,0.003664147,0.002242948
Deaths,Sub-Saharan Africa - WB,Female,40 to 44,Alcohol use disorders,Percent,1993,0.000848303,0.001027284,0.000693942
Deaths,Sub-Saharan Africa - WB,Male,45 to 49,Alcohol use disorders,Percent,1993,0.004393338,0.005227856,0.003511874
Deaths,Sub-Saharan Africa - WB,Female,45 to 49,Alcohol use disorders,Percent,1993,0.000918215,0.001093859,0.000762266
Deaths,Sub-Saharan Africa - WB,Male,50 to 54,Alcohol use disorders,Percent,1993,0.003728321,0.004302504,0.002854225
Deaths,Sub-Saharan Africa - WB,Female,50 to 54,Alcohol use disorders,Percent,1993,0.000779248,0.000909934,0.000660253
Deaths,Sub-Saharan Africa - WB,Male,55 to 59,Alcohol use disorders,Percent,1993,0.004090802,0.004731697,0.003161287
Deaths,Sub-Saharan Africa - WB,Female,55 to 59,Alcohol use disorders,Percent,1993,0.000367683,0.00043665,0.000310448
Deaths,Sub-Saharan Africa - WB,Male,60 to 64,Alcohol use disorders,Percent,1993,0.003034966,0.003554506,0.002358988
Deaths,Sub-Saharan Africa - WB,Female,60 to 64,Alcohol use disorders,Percent,1993,0.000338031,0.000391537,0.000286883
Deaths,Sub-Saharan Africa - WB,Male,65 to 69,Alcohol use disorders,Percent,1993,0.00075709,0.000854509,0.000623793
Deaths,Sub-Saharan Africa - WB,Female,65 to 69,Alcohol use disorders,Percent,1993,0.000661252,0.000760174,0.000559507
Deaths,Sub-Saharan Africa - WB,Male,25 to 29,Opioid use disorders,Percent,1993,0.000711818,0.00091635,0.000503377
Deaths,Sub-Saharan Africa - WB,Female,25 to 29,Opioid use disorders,Percent,1993,0.000130761,0.000200264,8.34E-05
Deaths,Sub-Saharan Africa - WB,Male,30 to 34,Opioid use disorders,Percent,1993,0.000853702,0.001100799,0.00061033
Deaths,Sub-Saharan Africa - WB,Female,30 to 34,Opioid use disorders,Percent,1993,0.000206034,0.000290471,0.000144126
Deaths,Sub-Saharan Africa - WB,Male,35 to 39,Opioid use disorders,Percent,1993,0.000853117,0.001087841,0.000619741
Deaths,Sub-Saharan Africa - WB,Female,35 to 39,Opioid use disorders,Percent,1993,0.00018648,0.000257632,0.000132554
Deaths,Sub-Saharan Africa - WB,Male,40 to 44,Opioid use disorders,Percent,1993,0.000666629,0.000830543,0.000513033
Deaths,Sub-Saharan Africa - WB,Female,40 to 44,Opioid use disorders,Percent,1993,0.000123482,0.000161773,9.33E-05
Deaths,Sub-Saharan Africa - WB,Male,45 to 49,Opioid use disorders,Percent,1993,0.000296391,0.00036605,0.000231515
Deaths,Sub-Saharan Africa - WB,Female,45 to 49,Opioid use disorders,Percent,1993,8.25E-05,0.00013121,5.71E-05
Deaths,Sub-Saharan Africa - WB,Male,50 to 54,Opioid use disorders,Percent,1993,0.000185544,0.00022583,0.000146153
Deaths,Sub-Saharan Africa - WB,Female,50 to 54,Opioid use disorders,Percent,1993,0.000108561,0.000136888,8.90E-05
Deaths,Sub-Saharan Africa - WB,Male,55 to 59,Opioid use disorders,Percent,1993,0.000176482,0.000218685,0.000137714
Deaths,Sub-Saharan Africa - WB,Female,55 to 59,Opioid use disorders,Percent,1993,4.38E-05,5.89E-05,3.24E-05
Deaths,Sub-Saharan Africa - WB,Male,60 to 64,Opioid use disorders,Percent,1993,0.000216709,0.000268259,0.000173257
Deaths,Sub-Saharan Africa - WB,Female,60 to 64,Opioid use disorders,Percent,1993,2.83E-05,3.85E-05,2.01E-05
Deaths,Sub-Saharan Africa - WB,Male,65 to 69,Opioid use disorders,Percent,1993,0.000216176,0.000273692,0.000167853
Deaths,Sub-Saharan Africa - WB,Female,65 to 69,Opioid use disorders,Percent,1993,2.89E-05,3.85E-05,2.13E-05
Deaths,Middle East & North Africa - WB,Male,25 to 29,Opioid use disorders,Percent,1992,0.008673124,0.010880591,0.006861741
Deaths,Middle East & North Africa - WB,Female,25 to 29,Opioid use disorders,Percent,1992,0.004871816,0.006023536,0.003987132
Deaths,Middle East & North Africa - WB,Male,30 to 34,Opioid use disorders,Percent,1992,0.007451102,0.009214056,0.005657934
Deaths,Middle East & North Africa - WB,Female,30 to 34,Opioid use disorders,Percent,1992,0.004371332,0.005335354,0.00350981
Deaths,Middle East & North Africa - WB,Male,35 to 39,Opioid use disorders,Percent,1992,0.006319238,0.007878125,0.004929952
Deaths,Middle East & North Africa - WB,Female,35 to 39,Opioid use disorders,Percent,1992,0.003339512,0.004180809,0.002654052
Deaths,Middle East & North Africa - WB,Male,40 to 44,Opioid use disorders,Percent,1992,0.00514982,0.006248156,0.004169301
Deaths,Middle East & North Africa - WB,Female,40 to 44,Opioid use disorders,Percent,1992,0.002363908,0.002947262,0.001945862
Deaths,Middle East & North Africa - WB,Male,45 to 49,Opioid use disorders,Percent,1992,0.002551747,0.003204045,0.002031803
Deaths,Middle East & North Africa - WB,Female,45 to 49,Opioid use disorders,Percent,1992,0.001600334,0.002047066,0.001248943
Deaths,Middle East & North Africa - WB,Male,50 to 54,Opioid use disorders,Percent,1992,0.001410929,0.001743174,0.001122912
Deaths,Middle East & North Africa - WB,Female,50 to 54,Opioid use disorders,Percent,1992,0.000915622,0.001116611,0.000735429
Deaths,Middle East & North Africa - WB,Male,55 to 59,Opioid use disorders,Percent,1992,0.000894583,0.001100108,0.000717483
Deaths,Middle East & North Africa - WB,Female,55 to 59,Opioid use disorders,Percent,1992,0.000625894,0.000769546,0.000445305
Deaths,Middle East & North Africa - WB,Male,60 to 64,Opioid use disorders,Percent,1992,0.000559265,0.000726047,0.000460681
Deaths,Middle East & North Africa - WB,Female,60 to 64,Opioid use disorders,Percent,1992,0.000363717,0.000464629,0.000255707
Deaths,Middle East & North Africa - WB,Male,65 to 69,Opioid use disorders,Percent,1992,0.00033602,0.000453058,0.000277091
Deaths,Middle East & North Africa - WB,Female,65 to 69,Opioid use disorders,Percent,1992,0.000319744,0.00041543,0.00019232
Deaths,Latin America & Caribbean - WB,Male,25 to 29,Alcohol use disorders,Percent,1992,0.013811911,0.014673254,0.012645282
Deaths,Latin America & Caribbean - WB,Female,25 to 29,Alcohol use disorders,Percent,1992,0.003065619,0.003343903,0.002831676
Deaths,Latin America & Caribbean - WB,Male,30 to 34,Alcohol use disorders,Percent,1992,0.024427663,0.025762972,0.022576273
Deaths,Latin America & Caribbean - WB,Female,30 to 34,Alcohol use disorders,Percent,1992,0.005095443,0.005468525,0.004719188
Deaths,Latin America & Caribbean - WB,Male,35 to 39,Alcohol use disorders,Percent,1992,0.031762171,0.033293284,0.029861128
Deaths,Latin America & Caribbean - WB,Female,35 to 39,Alcohol use disorders,Percent,1992,0.00625136,0.006666034,0.005849988
Deaths,Latin America & Caribbean - WB,Male,40 to 44,Alcohol use disorders,Percent,1992,0.032904918,0.034461701,0.030784567
Deaths,Latin America & Caribbean - WB,Female,40 to 44,Alcohol use disorders,Percent,1992,0.006052843,0.006471507,0.005690546
Deaths,Latin America & Caribbean - WB,Male,45 to 49,Alcohol use disorders,Percent,1992,0.030439856,0.032008984,0.028477083
Deaths,Latin America & Caribbean - WB,Female,45 to 49,Alcohol use disorders,Percent,1992,0.005201744,0.005523388,0.00489078
Deaths,Latin America & Caribbean - WB,Male,50 to 54,Alcohol use disorders,Percent,1992,0.023407096,0.024538566,0.021694386
Deaths,Latin America & Caribbean - WB,Female,50 to 54,Alcohol use disorders,Percent,1992,0.003404875,0.00362292,0.003187071
Deaths,Latin America & Caribbean - WB,Male,55 to 59,Alcohol use disorders,Percent,1992,0.017774991,0.018664282,0.01644248
Deaths,Latin America & Caribbean - WB,Female,55 to 59,Alcohol use disorders,Percent,1992,0.002395943,0.002557165,0.002257235
Deaths,Latin America & Caribbean - WB,Male,60 to 64,Alcohol use disorders,Percent,1992,0.011336569,0.01187245,0.010569269
Deaths,Latin America & Caribbean - WB,Female,60 to 64,Alcohol use disorders,Percent,1992,0.001559602,0.001661089,0.001458218
Deaths,Latin America & Caribbean - WB,Male,65 to 69,Alcohol use disorders,Percent,1992,0.007785344,0.008154203,0.007210763
Deaths,Latin America & Caribbean - WB,Female,65 to 69,Alcohol use disorders,Percent,1992,0.001018165,0.0010934,0.0009449
Deaths,Latin America & Caribbean - WB,Male,25 to 29,Opioid use disorders,Percent,1992,0.000415399,0.000464005,0.000374888
Deaths,Latin America & Caribbean - WB,Female,25 to 29,Opioid use disorders,Percent,1992,0.00034307,0.000397002,0.000303438
Deaths,Latin America & Caribbean - WB,Male,30 to 34,Opioid use disorders,Percent,1992,0.000582903,0.000645892,0.000527195
Deaths,Latin America & Caribbean - WB,Female,30 to 34,Opioid use disorders,Percent,1992,0.00029332,0.000328763,0.000263551
Deaths,Latin America & Caribbean - WB,Male,35 to 39,Opioid use disorders,Percent,1992,0.000528416,0.000583497,0.000481094
Deaths,Latin America & Caribbean - WB,Female,35 to 39,Opioid use disorders,Percent,1992,0.000206993,0.00023397,0.000185081
Deaths,Latin America & Caribbean - WB,Male,40 to 44,Opioid use disorders,Percent,1992,0.000430082,0.00048069,0.000387225
Deaths,Latin America & Caribbean - WB,Female,40 to 44,Opioid use disorders,Percent,1992,0.000158073,0.000175016,0.000143096
Deaths,Latin America & Caribbean - WB,Male,45 to 49,Opioid use disorders,Percent,1992,0.000262256,0.0002983,0.00023393
Deaths,Latin America & Caribbean - WB,Female,45 to 49,Opioid use disorders,Percent,1992,9.52E-05,0.000106872,8.49E-05
Deaths,Latin America & Caribbean - WB,Male,50 to 54,Opioid use disorders,Percent,1992,0.000190305,0.000213159,0.000170894
Deaths,Latin America & Caribbean - WB,Female,50 to 54,Opioid use disorders,Percent,1992,9.79E-05,0.000107371,8.92E-05
Deaths,Latin America & Caribbean - WB,Male,55 to 59,Opioid use disorders,Percent,1992,0.000123545,0.000142748,0.000108224
Deaths,Latin America & Caribbean - WB,Female,55 to 59,Opioid use disorders,Percent,1992,7.75E-05,8.76E-05,6.97E-05
Deaths,Latin America & Caribbean - WB,Male,60 to 64,Opioid use disorders,Percent,1992,9.58E-05,0.00010974,8.37E-05
Deaths,Latin America & Caribbean - WB,Female,60 to 64,Opioid use disorders,Percent,1992,5.69E-05,6.29E-05,5.14E-05
Deaths,Latin America & Caribbean - WB,Male,65 to 69,Opioid use disorders,Percent,1992,7.00E-05,8.03E-05,6.09E-05
Deaths,Latin America & Caribbean - WB,Female,65 to 69,Opioid use disorders,Percent,1992,5.51E-05,6.05E-05,5.04E-05
Deaths,Latin America & Caribbean - WB,Male,25 to 29,Alcohol use disorders,Percent,1993,0.013781988,0.014637046,0.012628652
Deaths,Latin America & Caribbean - WB,Female,25 to 29,Alcohol use disorders,Percent,1993,0.003083723,0.003365782,0.002837401
Deaths,Latin America & Caribbean - WB,Male,30 to 34,Alcohol use disorders,Percent,1993,0.024223968,0.025539472,0.022419166
Deaths,Latin America & Caribbean - WB,Female,30 to 34,Alcohol use disorders,Percent,1993,0.005116863,0.005491672,0.004761344
Deaths,Latin America & Caribbean - WB,Male,35 to 39,Alcohol use disorders,Percent,1993,0.031720835,0.033267552,0.029947324
Deaths,Latin America & Caribbean - WB,Female,35 to 39,Alcohol use disorders,Percent,1993,0.006303508,0.00674015,0.005897996
Deaths,Latin America & Caribbean - WB,Male,40 to 44,Alcohol use disorders,Percent,1993,0.032885668,0.034459958,0.03092284
Deaths,Latin America & Caribbean - WB,Female,40 to 44,Alcohol use disorders,Percent,1993,0.006089425,0.006513128,0.005691534
Deaths,Latin America & Caribbean - WB,Male,45 to 49,Alcohol use disorders,Percent,1993,0.030644032,0.03217419,0.028786839
Deaths,Latin America & Caribbean - WB,Female,45 to 49,Alcohol use disorders,Percent,1993,0.005213431,0.005545947,0.004901218
Deaths,Latin America & Caribbean - WB,Male,50 to 54,Alcohol use disorders,Percent,1993,0.02348382,0.024580344,0.021870653
Deaths,Latin America & Caribbean - WB,Female,50 to 54,Alcohol use disorders,Percent,1993,0.003393169,0.00360271,0.003180729
Deaths,Latin America & Caribbean - WB,Male,55 to 59,Alcohol use disorders,Percent,1993,0.017881723,0.018751738,0.016649569
Deaths,Latin America & Caribbean - WB,Female,55 to 59,Alcohol use disorders,Percent,1993,0.002385097,0.002537702,0.002242064
Deaths,Latin America & Caribbean - WB,Male,60 to 64,Alcohol use disorders,Percent,1993,0.011460637,0.012002177,0.010762092
Deaths,Latin America & Caribbean - WB,Female,60 to 64,Alcohol use disorders,Percent,1993,0.001546791,0.001646102,0.001448643
Deaths,Latin America & Caribbean - WB,Male,65 to 69,Alcohol use disorders,Percent,1993,0.007804373,0.008175702,0.007242347
Deaths,Latin America & Caribbean - WB,Female,65 to 69,Alcohol use disorders,Percent,1993,0.001007251,0.001083359,0.000936768
Deaths,Latin America & Caribbean - WB,Male,25 to 29,Opioid use disorders,Percent,1993,0.000446111,0.00049751,0.00040307
Deaths,Latin America & Caribbean - WB,Female,25 to 29,Opioid use disorders,Percent,1993,0.000352084,0.000406747,0.00031133
Deaths,Latin America & Caribbean - WB,Male,30 to 34,Opioid use disorders,Percent,1993,0.000639118,0.000708979,0.000575926
Deaths,Latin America & Caribbean - WB,Female,30 to 34,Opioid use disorders,Percent,1993,0.000305616,0.000345584,0.000274564
Deaths,Latin America & Caribbean - WB,Male,35 to 39,Opioid use disorders,Percent,1993,0.000586745,0.000650798,0.000533153
Deaths,Latin America & Caribbean - WB,Female,35 to 39,Opioid use disorders,Percent,1993,0.00021393,0.000242578,0.000191249
Deaths,Latin America & Caribbean - WB,Male,40 to 44,Opioid use disorders,Percent,1993,0.000465954,0.000520439,0.000422506
Deaths,Latin America & Caribbean - WB,Female,40 to 44,Opioid use disorders,Percent,1993,0.000164302,0.000182083,0.000148765
Deaths,Latin America & Caribbean - WB,Male,45 to 49,Opioid use disorders,Percent,1993,0.000280757,0.000320466,0.000250494
Deaths,Latin America & Caribbean - WB,Female,45 to 49,Opioid use disorders,Percent,1993,9.88E-05,0.000110318,8.87E-05
Deaths,Latin America & Caribbean - WB,Male,50 to 54,Opioid use disorders,Percent,1993,0.00019735,0.000220526,0.000176646
Deaths,Latin America & Caribbean - WB,Female,50 to 54,Opioid use disorders,Percent,1993,0.000101618,0.000111543,9.30E-05
Deaths,Latin America & Caribbean - WB,Male,55 to 59,Opioid use disorders,Percent,1993,0.000127282,0.000147308,0.000110872
Deaths,Latin America & Caribbean - WB,Female,55 to 59,Opioid use disorders,Percent,1993,7.97E-05,8.88E-05,7.17E-05
Deaths,Latin America & Caribbean - WB,Male,60 to 64,Opioid use disorders,Percent,1993,9.86E-05,0.000113667,8.62E-05
Deaths,Latin America & Caribbean - WB,Female,60 to 64,Opioid use disorders,Percent,1993,5.93E-05,6.53E-05,5.39E-05
Deaths,Latin America & Caribbean - WB,Male,65 to 69,Opioid use disorders,Percent,1993,7.15E-05,8.22E-05,6.26E-05
Deaths,Latin America & Caribbean - WB,Female,65 to 69,Opioid use disorders,Percent,1993,5.67E-05,6.22E-05,5.20E-05
Deaths,Sub-Saharan Africa - WB,Male,25 to 29,Opioid use disorders,Percent,1992,0.000730519,0.000942711,0.000521448
Deaths,Sub-Saharan Africa - WB,Female,25 to 29,Opioid use disorders,Percent,1992,0.000140939,0.000208104,9.24E-05
Deaths,Sub-Saharan Africa - WB,Male,30 to 34,Opioid use disorders,Percent,1992,0.000887933,0.001135797,0.000637197
Deaths,Sub-Saharan Africa - WB,Female,30 to 34,Opioid use disorders,Percent,1992,0.000248093,0.000349562,0.00017764
Deaths,Sub-Saharan Africa - WB,Male,35 to 39,Opioid use disorders,Percent,1992,0.000888332,0.001124971,0.000654119
Deaths,Sub-Saharan Africa - WB,Female,35 to 39,Opioid use disorders,Percent,1992,0.000216189,0.000299717,0.00015622
Deaths,Sub-Saharan Africa - WB,Male,40 to 44,Opioid use disorders,Percent,1992,0.000687363,0.000848597,0.000534962
Deaths,Sub-Saharan Africa - WB,Female,40 to 44,Opioid use disorders,Percent,1992,0.000134362,0.000174227,0.000102833
Deaths,Sub-Saharan Africa - WB,Male,45 to 49,Opioid use disorders,Percent,1992,0.000301239,0.000369258,0.000234069
Deaths,Sub-Saharan Africa - WB,Female,45 to 49,Opioid use disorders,Percent,1992,8.64E-05,0.000136385,6.03E-05
Deaths,Sub-Saharan Africa - WB,Male,50 to 54,Opioid use disorders,Percent,1992,0.000186224,0.00022506,0.000146824
Deaths,Sub-Saharan Africa - WB,Female,50 to 54,Opioid use disorders,Percent,1992,0.000116543,0.00014483,9.43E-05
Deaths,Sub-Saharan Africa - WB,Male,55 to 59,Opioid use disorders,Percent,1992,0.000174803,0.00021558,0.000135018
Deaths,Sub-Saharan Africa - WB,Female,55 to 59,Opioid use disorders,Percent,1992,4.38E-05,5.87E-05,3.26E-05
Deaths,Sub-Saharan Africa - WB,Male,60 to 64,Opioid use disorders,Percent,1992,0.000216342,0.000267392,0.00017277
Deaths,Sub-Saharan Africa - WB,Female,60 to 64,Opioid use disorders,Percent,1992,2.80E-05,3.81E-05,2.00E-05
Deaths,Sub-Saharan Africa - WB,Male,65 to 69,Opioid use disorders,Percent,1992,0.000214354,0.000271034,0.000167025
Deaths,Sub-Saharan Africa - WB,Female,65 to 69,Opioid use disorders,Percent,1992,2.84E-05,3.80E-05,2.08E-05
Deaths,East Asia & Pacific - WB,Male,25 to 29,Alcohol use disorders,Percent,1992,0.004317299,0.005623776,0.003593015
Deaths,East Asia & Pacific - WB,Female,25 to 29,Alcohol use disorders,Percent,1992,0.002341711,0.002642285,0.002087234
Deaths,East Asia & Pacific - WB,Male,30 to 34,Alcohol use disorders,Percent,1992,0.00658293,0.007797565,0.005493779
Deaths,East Asia & Pacific - WB,Female,30 to 34,Alcohol use disorders,Percent,1992,0.002593403,0.002858751,0.00236535
Deaths,East Asia & Pacific - WB,Male,35 to 39,Alcohol use disorders,Percent,1992,0.007685568,0.010455916,0.006514724
Deaths,East Asia & Pacific - WB,Female,35 to 39,Alcohol use disorders,Percent,1992,0.002684489,0.002961882,0.00244669
Deaths,East Asia & Pacific - WB,Male,40 to 44,Alcohol use disorders,Percent,1992,0.007351926,0.010214787,0.006438459
Deaths,East Asia & Pacific - WB,Female,40 to 44,Alcohol use disorders,Percent,1992,0.002115727,0.002333633,0.001931525
Deaths,East Asia & Pacific - WB,Male,45 to 49,Alcohol use disorders,Percent,1992,0.006118832,0.007766806,0.005314993
Deaths,East Asia & Pacific - WB,Female,45 to 49,Alcohol use disorders,Percent,1992,0.001480731,0.001622544,0.001350033
Deaths,East Asia & Pacific - WB,Male,50 to 54,Alcohol use disorders,Percent,1992,0.004166903,0.005376654,0.00365556
Deaths,East Asia & Pacific - WB,Female,50 to 54,Alcohol use disorders,Percent,1992,0.001042233,0.001145029,0.000946633
Deaths,East Asia & Pacific - WB,Male,55 to 59,Alcohol use disorders,Percent,1992,0.002744799,0.003498576,0.002434537
Deaths,East Asia & Pacific - WB,Female,55 to 59,Alcohol use disorders,Percent,1992,0.000702892,0.000766597,0.00064478
Deaths,East Asia & Pacific - WB,Male,60 to 64,Alcohol use disorders,Percent,1992,0.001652616,0.002096492,0.001458409
Deaths,East Asia & Pacific - WB,Female,60 to 64,Alcohol use disorders,Percent,1992,0.000452753,0.000508033,0.000414364
Deaths,East Asia & Pacific - WB,Male,65 to 69,Alcohol use disorders,Percent,1992,0.000957179,0.001261847,0.000851167
Deaths,East Asia & Pacific - WB,Female,65 to 69,Alcohol use disorders,Percent,1992,0.000351868,0.000396188,0.000319236
Deaths,East Asia & Pacific - WB,Male,25 to 29,Opioid use disorders,Percent,1992,0.008947822,0.01066899,0.007203608
Deaths,East Asia & Pacific - WB,Female,25 to 29,Opioid use disorders,Percent,1992,0.007689495,0.009306665,0.006148719
Deaths,East Asia & Pacific - WB,Male,30 to 34,Opioid use disorders,Percent,1992,0.011721072,0.013481154,0.009860635
Deaths,East Asia & Pacific - WB,Female,30 to 34,Opioid use disorders,Percent,1992,0.008606534,0.010071378,0.007429096
Deaths,East Asia & Pacific - WB,Male,35 to 39,Opioid use disorders,Percent,1992,0.009256209,0.010639195,0.007811197
Deaths,East Asia & Pacific - WB,Female,35 to 39,Opioid use disorders,Percent,1992,0.007454018,0.008750975,0.006409943
Deaths,East Asia & Pacific - WB,Male,40 to 44,Opioid use disorders,Percent,1992,0.006580222,0.007600092,0.005545675
Deaths,East Asia & Pacific - WB,Female,40 to 44,Opioid use disorders,Percent,1992,0.004293591,0.004961568,0.003719109
Deaths,East Asia & Pacific - WB,Male,45 to 49,Opioid use disorders,Percent,1992,0.003906465,0.004644243,0.003295689
Deaths,East Asia & Pacific - WB,Female,45 to 49,Opioid use disorders,Percent,1992,0.002499202,0.002995243,0.00213261
Deaths,East Asia & Pacific - WB,Male,50 to 54,Opioid use disorders,Percent,1992,0.002644433,0.00309389,0.002282048
Deaths,East Asia & Pacific - WB,Female,50 to 54,Opioid use disorders,Percent,1992,0.00149721,0.001734302,0.001298886
Deaths,East Asia & Pacific - WB,Male,55 to 59,Opioid use disorders,Percent,1992,0.001505734,0.001749343,0.00128098
Deaths,East Asia & Pacific - WB,Female,55 to 59,Opioid use disorders,Percent,1992,0.001170355,0.001357176,0.001010378
Deaths,East Asia & Pacific - WB,Male,60 to 64,Opioid use disorders,Percent,1992,0.000992623,0.001153414,0.000850136
Deaths,East Asia & Pacific - WB,Female,60 to 64,Opioid use disorders,Percent,1992,0.000855019,0.000996768,0.000730598
Deaths,East Asia & Pacific - WB,Male,65 to 69,Opioid use disorders,Percent,1992,0.000686179,0.000795907,0.000583474
Deaths,East Asia & Pacific - WB,Female,65 to 69,Opioid use disorders,Percent,1992,0.000686593,0.000818043,0.000581113
Deaths,Europe & Central Asia - WB,Male,25 to 29,Alcohol use disorders,Percent,1992,0.030187462,0.031396507,0.029055918
Deaths,Europe & Central Asia - WB,Female,25 to 29,Alcohol use disorders,Percent,1992,0.017708003,0.018724368,0.016748658
Deaths,Europe & Central Asia - WB,Male,30 to 34,Alcohol use disorders,Percent,1992,0.050157826,0.051771654,0.04877552
Deaths,Europe & Central Asia - WB,Female,30 to 34,Alcohol use disorders,Percent,1992,0.027734045,0.029000444,0.026082485
Deaths,Europe & Central Asia - WB,Male,35 to 39,Alcohol use disorders,Percent,1992,0.059935299,0.061824048,0.058372475
Deaths,Europe & Central Asia - WB,Female,35 to 39,Alcohol use disorders,Percent,1992,0.033473675,0.03494471,0.031709368
Deaths,Europe & Central Asia - WB,Male,40 to 44,Alcohol use disorders,Percent,1992,0.056995183,0.058622224,0.055612646
Deaths,Europe & Central Asia - WB,Female,40 to 44,Alcohol use disorders,Percent,1992,0.032874999,0.034194243,0.031603262
Deaths,Europe & Central Asia - WB,Male,45 to 49,Alcohol use disorders,Percent,1992,0.040801457,0.042262007,0.039463781
Deaths,Europe & Central Asia - WB,Female,45 to 49,Alcohol use disorders,Percent,1992,0.024132341,0.025184066,0.02298004
Deaths,Europe & Central Asia - WB,Male,50 to 54,Alcohol use disorders,Percent,1992,0.03325675,0.034298249,0.032300497
Deaths,Europe & Central Asia - WB,Female,50 to 54,Alcohol use disorders,Percent,1992,0.021835134,0.022657901,0.020715722
Deaths,Europe & Central Asia - WB,Male,55 to 59,Alcohol use disorders,Percent,1992,0.020455626,0.021165552,0.019613312
Deaths,Europe & Central Asia - WB,Female,55 to 59,Alcohol use disorders,Percent,1992,0.013856383,0.014401044,0.013239678
Deaths,Europe & Central Asia - WB,Male,60 to 64,Alcohol use disorders,Percent,1992,0.010921754,0.011263577,0.010560274
Deaths,Europe & Central Asia - WB,Female,60 to 64,Alcohol use disorders,Percent,1992,0.006918452,0.007170115,0.006651508
Deaths,Europe & Central Asia - WB,Male,65 to 69,Alcohol use disorders,Percent,1992,0.005228686,0.005402888,0.005026963
Deaths,Europe & Central Asia - WB,Female,65 to 69,Alcohol use disorders,Percent,1992,0.003151432,0.003286979,0.003021203
Deaths,Europe & Central Asia - WB,Male,25 to 29,Opioid use disorders,Percent,1992,0.024591971,0.026077929,0.023175313
Deaths,Europe & Central Asia - WB,Female,25 to 29,Opioid use disorders,Percent,1992,0.013658783,0.01444718,0.012922096
Deaths,Europe & Central Asia - WB,Male,30 to 34,Opioid use disorders,Percent,1992,0.017633654,0.018548007,0.016787552
Deaths,Europe & Central Asia - WB,Female,30 to 34,Opioid use disorders,Percent,1992,0.009168803,0.00961036,0.008713902
Deaths,Europe & Central Asia - WB,Male,35 to 39,Opioid use disorders,Percent,1992,0.010077978,0.010642446,0.009577583
Deaths,Europe & Central Asia - WB,Female,35 to 39,Opioid use disorders,Percent,1992,0.005787646,0.006069217,0.005505395
Deaths,Europe & Central Asia - WB,Male,40 to 44,Opioid use disorders,Percent,1992,0.00569724,0.006149739,0.00529822
Deaths,Europe & Central Asia - WB,Female,40 to 44,Opioid use disorders,Percent,1992,0.003655497,0.003877444,0.003457042
